Unnamed: 0,tweet_id,text,favorite_count,retweet_count,created_at,tweetos,text_lem,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
597,1.28724E+18,RT Bank employees are getting infected with COVID-19. Why are our banks not doing anything for their protected?,0,1,Sun Jul 26 04:07:40 +0000 2020,other,Bank employees are getting infected with COVID     Why are our banks not doing anything for their protected,-0.0772,0.724,0.145,0.131,NEGATIVE
600,1.28724E+18,RT News reports tell that Sharjeel Imam has been tested positive for Covid 19. This proves the concerns raised by activists a…,0,386,Sun Jul 26 04:06:51 +0000 2020,other,News reports tell that Sharjeel Imam has been tested positive for Covid     This proves the concerns raised by activists a,0.5574,0.841,0,0.159,POSITIVE
625,1.28724E+18,"Two must-read pieces in today, both on nursing. From counsellor to handling the most rigorous schedule -…",10,4,Sun Jul 26 04:02:54 +0000 2020,other,Two must read pieces in today  both on nursing  From counsellor to handling the most rigorous schedule,-0.3384,0.87,0.13,0,NEGATIVE
626,1.28724E+18,RT Why despite limited testing Covid-19 cases rising in India?. * No uniform countrywide comprehensive strategy * Govts a…,0,20,Sun Jul 26 04:02:13 +0000 2020,other,Why despite limited testing Covid    cases rising in India     No uniform countrywide comprehensive strategy   Govts a,0.1195,0.689,0.117,0.194,POSITIVE
635,1.28724E+18,RT North Korea declares emergency in border town as first suspected #Covid_19 case reported via,0,7,Sun Jul 26 04:01:16 +0000 2020,other,North Korea declares emergency in border town as first suspected  Covid    case reported via,-0.5423,0.743,0.257,0,NEGATIVE
640,1.28724E+18,ETAuto | Will COVID-19 accelerate shift towards electric LCVs? #ElectricLcv #CommercialVehicleSales…,0,0,Sun Jul 26 04:00:21 +0000 2020,other,ETAuto   Will COVID    accelerate shift towards electric LCVs   ElectricLcv  CommercialVehicleSales,0,1,0,0,NEUTRAL
643,1.28724E+18,All is well with humaneness in India #COVID19 has proved. The New Sunday Express magazine begins by doffing its hat…,0,0,Sun Jul 26 04:00:01 +0000 2020,other,All is well with humaneness in India  COVID   has proved  The New Sunday Express magazine begins by doffing its hat,0.2732,0.9,0,0.1,POSITIVE
644,1.28724E+18,"#NewDelhi adds 1,142 active #coronavirus cases — taking the total #COVID19 cases to over 1.29 lakh…",4,0,Sun Jul 26 04:00:00 +0000 2020,other,NewDelhi adds       active  coronavirus cases   taking the total  COVID   cases to over      lakh,0.4019,0.816,0,0.184,POSITIVE
651,1.28724E+18,Can both government work together to control covid 19 like Delhi and set a…,0,0,Sun Jul 26 03:59:23 +0000 2020,@ArvindKejriwal,Can both government work together to control covid    like Delhi and set a,0.3612,0.815,0,0.185,POSITIVE
657,1.28724E+18,New Study Finds Demand for #ArtificialIntelligence Increasing due to #COVID19 #fintech…,5,14,Sun Jul 26 03:59:10 +0000 2020,other,New Study Finds Demand for  ArtificialIntelligence Increasing due to  COVID    fintech,-0.128,0.87,0.13,0,NEGATIVE
661,1.28724E+18,"RT Well done Mumbai! Mumbai Pani-Puri Seller Dies Of COVID, Residents Raise Funds To Help Family",0,107,Sun Jul 26 03:58:34 +0000 2020,other,Well done Mumbai  Mumbai Pani Puri Seller Dies Of COVID  Residents Raise Funds To Help Family,0.5859,0.758,0,0.242,POSITIVE
667,1.28724E+18,"RT With cases of Covid-19 surging past the one million mark, Indians are shunning crowded buses and trains to travel on w…",0,2,Sun Jul 26 03:57:10 +0000 2020,other,With cases of Covid    surging past the one million mark  Indians are shunning crowded buses and trains to travel on w,0,1,0,0,NEUTRAL
669,1.28724E+18,Indian-American tech executive charged for $5.5 mn Covid-19 relief fraud,0,0,Sun Jul 26 03:56:17 +0000 2020,other,Indian American tech executive charged for      mn Covid    relief fraud,-0.3612,0.446,0.357,0.197,NEGATIVE
670,1.28724E+18,"देश में कोरोने वायरस के बढ़ते संक्रमण के बीच सोमवार को केंद्र सरकार राज्यों के साथ एक बैठक करने जा रही है, जिसमें C…",2,1,Sun Jul 26 03:55:56 +0000 2020,other,C,0,0,0,0,NEUTRAL
672,1.28723E+18,RT Please Cancel Comp.Exams 2020. Studnts can give projects or assignmnt wrk onli…,0,6,Sun Jul 26 03:55:00 +0000 2020,other,Please Cancel Comp Exams       Studnts can give projects or assignmnt wrk onli,0.0772,0.719,0.131,0.15,POSITIVE
674,1.28723E+18,"RT CERT-In successfully conducted ""Black Swan - Cyber Security Breach Exercise"" on COVID-19 pandemic themed cyber attacks with…",0,7,Sun Jul 26 03:53:57 +0000 2020,other,CEIn successfully conducted  Black Swan   Cyber Security Breach Exercise  on COVID    pandemic themed cyber attacks with,0.4019,0.638,0.123,0.238,POSITIVE
679,1.28723E+18,RT PM Ji enjoys high approval ratings for its handling of the COVID-19 situation in India with more than thre…,0,82,Sun Jul 26 03:52:56 +0000 2020,other,PM Ji enjoys high approval ratings for its handling of the COVID    situation in India with more than thre,0.7506,0.738,0,0.262,POSITIVE
681,1.28723E+18,"With cases of Covid-19 surging past the one million mark, Indians are shunning crowded buses and trains to travel o…",6,2,Sun Jul 26 03:52:00 +0000 2020,other,With cases of Covid    surging past the one million mark  Indians are shunning crowded buses and trains to travel o,0,1,0,0,NEUTRAL
682,1.28723E+18,‘Much lesser number of people now falling ill’: Arvind Kejriwal on Covid-19 situation in Delhi,1,0,Sun Jul 26 03:51:55 +0000 2020,other,Much lesser number of people now falling ill   Arvind Kejriwal on Covid    situation in Delhi,-0.4767,0.678,0.249,0.073,NEGATIVE
683,1.28723E+18,"Ambulance driver ‘demands Rs 9,200’ from Covid-19 patients for 6-km journey to Kolkata hospital",1,0,Sun Jul 26 03:51:55 +0000 2020,other,Ambulance driver  demands Rs        from Covid    patients for   km journey to Kolkata hospital,0,1,0,0,NEUTRAL
684,1.28723E+18,"Amidst a debate on whether elections can be held in the midst of #COVID-19, #ChiefElectionCommissioner Sunil Arora…",1,0,Sun Jul 26 03:51:38 +0000 2020,other,Amidst a debate on whether elections can be held in the midst of  COVID      ChiefElectionCommissioner Sunil Arora,0,1,0,0,NEUTRAL
687,1.28723E+18,RT Regulators that normally work within their own countries or regions will likely harmonize efforts on potential #COVID1…,0,2,Sun Jul 26 03:51:31 +0000 2020,other,Regulators that normally work within their own countries or regions will likely harmonize efforts on potential  COVID,0.4019,0.863,0,0.137,POSITIVE
690,1.28723E+18,RT Ye banda kab jamat mei gaya tha?,0,1,Sun Jul 26 03:51:06 +0000 2020,other,Ye banda kab jamat mei gaya tha,0,1,0,0,NEUTRAL
696,1.28723E+18,"RT Senior fatality no. 142 RIP Dr Ganesh Prasad Additional CMO Prayagraj Succumbed to covid 19 today at Mohak Hospital, Praya…",0,2,Sun Jul 26 03:49:25 +0000 2020,other,Senior fatality no      RIP Dr Ganesh Prasad Additional CMO Prayagraj Succumbed to covid    today at Mohak Hospital  Praya,-0.7717,0.717,0.283,0,NEGATIVE
697,1.28723E+18,The Key to Defeating COVID-19 Already Exists. We Need to Start Using It | Opinion,1,0,Sun Jul 26 03:49:18 +0000 2020,other,The Key to Defeating COVID    Already Exists  We Need to Start Using It   Opinion,-0.3818,0.833,0.167,0,NEGATIVE
698,1.28723E+18,Send her to #COVID__19 hospitals without #PPE and let her run a campaign. Let's see what happened.😊,0,0,Sun Jul 26 03:49:15 +0000 2020,@SnehaRajani,Send her to  COVID     hospitals without  PPE and let her run a campaign  Let s see what happened,0,1,0,0,NEUTRAL
700,1.28723E+18,North Korea declares emergency in border town as first suspected #Covid_19 case reported,64,7,Sun Jul 26 03:49:03 +0000 2020,other,North Korea declares emergency in border town as first suspected  Covid    case reported,-0.5423,0.71,0.29,0,NEGATIVE
707,1.28723E+18,"Distance Protects Us From COVID-19, Hurts Our Mental Health | Time",0,0,Sun Jul 26 03:48:01 +0000 2020,other,Distance Protects Us From COVID     Hurts Our Mental Health   Time,-0.2023,0.597,0.231,0.172,NEGATIVE
722,1.28723E+18,RT dedicates upgraded gold medal to #COVID19 warriors Read: #HimaDas #AsianGames2018 h…,0,16,Sun Jul 26 03:45:51 +0000 2020,other,dedicates upgraded gold medal to  COVID   warriors Read   HimaDas  AsianGames     h,0.4767,0.763,0,0.237,POSITIVE
723,1.28723E+18,"Marriage is sweet, but if you marry a wrong person, it is like #Covid_19 everyday new cases.",1,0,Sun Jul 26 03:45:42 +0000 2020,other,Marriage is sweet  but if you marry a wrong person  it is like  Covid    everyday new cases,0.0258,0.58,0.185,0.234,POSITIVE
734,1.28723E+18,Essential Toolkit For 🏫Workfromhome #motivation #innovation #workingfromhome #Tweet #sundayvibes #Trending…,0,0,Sun Jul 26 03:43:52 +0000 2020,other,Essential Toolkit For  Workfromhome  motivation  innovation  workingfromhome  Tweet  sundayvibes  Trending,0.6124,0.615,0,0.385,POSITIVE
740,1.28723E+18,These elite contact tracers show the world how to beat covid-19,0,0,Sun Jul 26 03:43:34 +0000 2020,other,These elite contact tracers show the world how to beat covid,0,1,0,0,NEUTRAL
748,1.28723E+18,"RT ""we have made fight against covid 19 a people's movement"" Yes indeed you did, poor people moved hundreds and thousands of…",0,5,Sun Jul 26 03:42:09 +0000 2020,other,we have made fight against covid    a people s movement  Yes indeed you did  poor people moved hundreds and thousands of,-0.4588,0.669,0.224,0.106,NEGATIVE
751,1.28723E+18,SENIOR CITIZENS- THE VULNERABLE TO COVID-19 The unprecedented onset of the Covid-19 pandemic because of the coronav…,11,2,Sun Jul 26 03:42:04 +0000 2020,other,SENIOR CITIZENS  THE VULNERABLE TO COVID    The unprecedented onset of the Covid    pandemic because of the coronav,-0.3885,0.859,0.141,0,NEGATIVE
752,1.28723E+18,RT So you mean that those callers rejected the call just after 4 sec…,0,1,Sun Jul 26 03:41:59 +0000 2020,other,So you mean that those callers rejected the call just after   sec,-0.5106,0.784,0.216,0,NEGATIVE
757,1.28723E+18,COVID-19 Testing Update . For more details visit: #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19…,609,108,Sun Jul 26 03:41:41 +0000 2020,other,COVID    Testing Update   For more details visit   ICMRFIGHTSCOVID    IndiaFightsCOVID,0,1,0,0,NEUTRAL
758,1.28723E+18,RT COVID-19 Positive Cancer Patient Goes Missing From Patna NMCH; Family Not Getting Any Help From The Administration htt…,0,1,Sun Jul 26 03:41:01 +0000 2020,other,COVID    Positive Cancer Patient Goes Missing From Patna NMCH  Family Not Getting Any Help From The Administration htt,-0.6437,0.546,0.323,0.131,NEGATIVE
759,1.28723E+18,We have invented VACCINE for the COVID-19. No need to do any research 🙏🏻🙏🏻🙏🏻😬😬😬😬.,0,0,Sun Jul 26 03:40:43 +0000 2020,@WHO,We have invented VACCINE for the COVID     No need to do any research,-0.296,0.845,0.155,0,NEGATIVE
765,1.28723E+18,"RT Under ""Jay Bheem Yojna"" we need ""BYJU'S THE LEARNING APP"" TABL…",0,2,Sun Jul 26 03:39:48 +0000 2020,other,Under  Jay Bheem Yojna  we need  BYJU S THE LEARNING APP  TABL,0,1,0,0,NEUTRAL
770,1.28723E+18,RT जिसने #coolie फ़िल्म की जानलेवा चोट को हराया। जिसने इकोनॉमिक सेटबैक को बैक सीट से गिराकर दौलत-नाम और प्यार कमाया। हारना…,0,542,Sun Jul 26 03:38:39 +0000 2020,other,coolie,0,1,0,0,NEUTRAL
773,1.28723E+18,"According to the #MarkNtel Advisors’ research report, “Global Tire Market Analysis, 2020, the global tire market is…",0,0,Sun Jul 26 03:38:00 +0000 2020,other,According to the  MarkNtel Advisors  research report   Global Tire Market Analysis        the global tire market is,0,1,0,0,NEUTRAL
777,1.28723E+18,"COVID-19 cases in Bangladesh reach 221,178; deaths near 2,900",0,0,Sun Jul 26 03:37:26 +0000 2020,other,COVID    cases in Bangladesh reach          deaths near,0.0258,0.845,0,0.155,POSITIVE
778,1.28723E+18,"#webinar Online journey of education practices during COVID, 19"" Organised by AMU Women's Club",0,0,Sun Jul 26 03:37:16 +0000 2020,other,webinar Online journey of education practices during COVID      Organised by AMU Women s Club,0,1,0,0,NEUTRAL
780,1.28723E+18,"Coronavirus Live: देश में पिछले 24 घंटे में रिकार्ड 4,42,031 कोरोना सैंपल की हुई जांच #Corona #CoronaUpdatesInIndia",18,1,Sun Jul 26 03:37:04 +0000 2020,other,Coronavirus Live                                                                       Corona  CoronaUpdatesInIndia,0,1,0,0,NEUTRAL
781,1.28723E+18,A 3-member Central team sent to Bihar was ‘aghast’ at what it saw in the state. My report…,15,7,Sun Jul 26 03:37:01 +0000 2020,other,A   member Central team sent to Bihar was  aghast  at what it saw in the state  My report,-0.4404,0.847,0.153,0,NEGATIVE
783,1.28723E+18,"Under ""Jay Bheem Yojna"" we need ""BYJU'S THE LEARNING APP"" T…",2,2,Sun Jul 26 03:36:37 +0000 2020,@AtishiAAP,Under  Jay Bheem Yojna  we need  BYJU S THE LEARNING APP  T,0,1,0,0,NEUTRAL
784,1.28723E+18,101-yr-old woman recovers from COVID-19 in Tirupati,0,0,Sun Jul 26 03:36:30 +0000 2020,other,yr old woman recovers from COVID    in Tirupati,0,1,0,0,NEUTRAL
785,1.28723E+18,"RT The swab samples of jailed RJD chief #LaluPrasad, currently admitted in a Ranchi hospital, were taken for #COVID19 tes…",0,2,Sun Jul 26 03:35:54 +0000 2020,other,The swab samples of jailed RJD chief  LaluPrasad  currently admitted in a Ranchi hospital  were taken for  COVID   tes,-0.4215,0.787,0.148,0.065,NEGATIVE
790,1.28723E+18,"The swab samples of jailed RJD chief #LaluPrasad, currently admitted in a Ranchi hospital, were taken for #COVID19…",10,2,Sun Jul 26 03:35:12 +0000 2020,other,The swab samples of jailed RJD chief  LaluPrasad  currently admitted in a Ranchi hospital  were taken for  COVID,-0.4215,0.765,0.163,0.071,NEGATIVE
791,1.28723E+18,JNU VC writes on how universities are coping with the current crisis. JNU leads from the front ...,1,0,Sun Jul 26 03:35:05 +0000 2020,other,JNU VC writes on how universities are coping with the current crisis  JNU leads from the front,-0.6249,0.796,0.204,0,NEGATIVE
794,1.28723E+18,"RT Only for you Mr next time you call someone a liar, press pause button. Or maybe I sh…",0,1252,Sun Jul 26 03:34:19 +0000 2020,other,Only for you Mr next time you call someone a liar  press pause button  Or maybe I sh,-0.5106,0.829,0.171,0,NEGATIVE
795,1.28723E+18,"RT 'हमलोग कीड़े मकोड़े हैं क्या'? कोरोना से कराह रहे भागलपुर के लोग बोले- मोदी-नीतीश दोनों रहे फेल, पर ये वक्त चुनाव का नहीं ht…",0,2,Sun Jul 26 03:34:07 +0000 2020,other,ht,0,1,0,0,NEUTRAL
796,1.28723E+18,RT I was to take on Aap today 730 pm on the rape of a young girl.I was told by Guest team that Aap Spokies will no…,0,213,Sun Jul 26 03:33:38 +0000 2020,other,I was to take on Aap today     pm on the rape of a young girl I was told by Guest team that Aap Spokies will no,-0.7845,0.761,0.239,0,NEGATIVE
